,smiles
1025,C[C@H]([C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)CC5=CC=CC=C5)CC(=O)N)CCCCN)NC(=O)CNC(=O)[C@H](C)N)C(=O)O)CO)[C@@H](C)O)CC6=CC=CC=C6)O
1026,COC1=CC=C(C=C1)N2C[C@@H](C3=C(S2(=O)=O)SC(=C3)S(=O)(=O)N)O
1027,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCC2=CN=CC=C2
1028,COC1=CC=C(C=C1)C(=O)C2=C(N=C(S2)NC3=CC=C(C=C3)OC)N
1029,CCOC(=O)CO/N=C(/C1=CC=CC=N1)\C2(CC2)C3=CC4=C(C=C3)N(C(=N4)CNC5=CC=C(C=C5)C(=N)N)C
1030,C1C[C@H](N([C@H]1C2=CC=CC=C2)C(=O)CNC(=O)[C@H](CC3=CC=CC=C3)S)C(=O)O
1031,[44Ca]
1032,COC1=CC=C(C=C1)S(=O)(=O)N2CN(C(=O)C[C@@H]2C(=O)NO)CC3=CC=CC=C3
1033,C1=CC2=C(C=C(S2)C(=[NH2+])N)C(=C1)I
1034,CCC(C1=CC=CC=C1)C(=O)O
1035,CCCCC1=C(ONC1=O)C[C@@H](C(=O)O)N
1036,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O
1037,C[C@H]1[C@@H]([C@@H](CC(O1)O)O)O
1038,C[C@]12CC[C@@H](C[C@H]1CCC3C2CC[C@]4([C@@]3(CCC4C5=CC(=O)OC5)O)C)O
1039,[7Li]
1040,C1CCC(C1)OCC(=O)N2CCC[C@H]2C(=O)NCC3=CC=C(C=C3)C(=N)N
1041,CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC(=CC=C3)[N+](=O)[O-]
1042,C1=NC2=C(C(=N1)N)N=CN2C3[C@@H]([C@@H]([C@H](O3)C(=O)N)O)O
1043,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC(=CC=C4)N
1044,C1=CC(=CC=C1[C@H](CN=[N+]=[N-])O)[N+](=O)[O-]
1045,CN(C)C(=O)C(CC[N+]1(CCC(CC1)(C2=CC=C(C=C2)Cl)O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4
1046,C/C=C(\CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)/C(C)C
1047,C1=NC2=C(N1C3[C@H]([C@H]([C@H](O3)CO)O)O)N=C(N=C2N)Cl
1048,C1CC2CNC(CC2CC1CP(=O)(O)O)C(=O)O
1049,C1=CC=C(C=C1)[C@@H]2[C@@H]([C@@H]2C(=O)O)C(C(=O)O)N
1050,CN(C)N
1051,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
1052,CC1=CC(=O)C2=CC=CC=C2C1=O
1053,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
1054,CCCC/C=C\CCCCCCCCCC=O
1055,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H]1CC2=CN(CCCCCCNC1=O)C3=CC=CC=C23
1056,CC(C)C[C@H]([C@H](CSC1=CC=CS1)C(=O)NO)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NC
1057,C1=CN=CC=C1CO
1058,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=CN(C=C43)C(=O)CC5=CC=CS5
1059,CC(C)OP(=O)(O)O
1060,[K+].[I-].II
1061,CCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C)C
1062,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C
1063,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
1064,C(C1C([C@H]([C@@H]([C@H](O1)O)O)O)O)O.OS(=O)(=O)O
1065,CSCC[C@@H](C(=O)O)NC=O
1066,CN1C(=CC(=N1)C2=CC=CC=C2)NS(=O)(=O)O
1067,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CC=C(C=C4)Br)N
1068,CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CC[C@@H]4[C@@]3(CC[C@@](C4)(C=C)O)C)C
1069,[141Ce]
1070,CC(=CC(=O)O)C
1071,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO
1072,C([C@H]([C@H]([C@H](C(=O)CO)O)O)O)O
1073,C1=CC=C(C=C1)CN
1074,C1=CC(=CC=C1CNC(=O)C2=CC=C(C=C2)S(=O)(=O)N)F
1075,CC(=CCC/C(=C/CC/C(=C/CCN(C)CCOP(=O)(O)OP(=O)(O)O)/C)/C)C
1076,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
1077,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CN)O)O
1078,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
1079,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)[O-])C(=S)N
1080,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O
1081,C([C@@H]1[C@@H](C([C@](O1)(CO)O[C@@H]2C([C@@H]([C@@H](C(O2)CO[C@@H]3C([C@@H]([C@H](C(O3)CO)O)O)O)O)O)O)O)O)O.O
1082,CN(CC1=CC=C(C=C1)Cl)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)N
1083,C1=C(N=C2C(=N1)NC(=NC2=O)N)C(C(CO)O)O
1084,CNC1=NC=NC2=C1N=CN2[C@H]3CC[C@H](O3)CO
1085,CCOC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)Br)OC)N)C#N
1086,C[C@@H]1CC2([C@@H]3[C@@](O3)(C(O2)O)C)O[C@@H]4[C@H]1[C@]5(CC[C@@]67C[C@@]68CCC(C([C@@H]8CC[C@H]7[C@@]5(C4)C)(C)C)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)C
1087,C/C=C/1\[C@@H]2CC3=C([C@]1(CC(=C2)C)N)C=CC(=O)N3
1088,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
1089,CCCCN1C(=NC2=C1N=CN=C2N)CC3=CC=C(C=C3)OC
1090,C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O
1091,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
1092,C(=O)(C(Br)(Br)Br)[O-]
1093,C1=CC2=C(NOC2=CC1=O)C3=CC(=C(C=C3O)O)Br
1094,[63Cu]
1095,CC([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@@H]([C@H]([C@H]2O)N(C)C(=O)CN)OC)O)N)N)N.OS(=O)(=O)O.OS(=O)(=O)O
1096,C1=CC(=CC=C1CCNC2=NC=NC3=C2N=CN3C4[C@@H]([C@@H]([C@H](O4)CO)O)O)N
1097,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)CO
1098,C1CN(C[C@@H](N1)CC2=CC=CC=C2)C3=NN=C(C(=C3)C4=CC=NC=C4)C5=CC6=CC=CC=C6C=C5
1099,CC(=O)C1=CCC[C@H]2CCC1N2
1100,CCCCCCCC/C=C/C/C=C/C/C=C/CCCC(=O)O
1101,C1=CC2=C(C=C1/C=C\3/C(=O)NC(=O)S3)OC(O2)(F)F
1102,CN1C=C(N=C1)C[C@@H](C(=O)O)N
1103,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-].C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N
1104,C1=CC=C(C=C1)C2=C(C(=C(S2)C(=O)O)OCC(=O)O)Br
1105,Cl[Hg+]
1106,CCCCCCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O
1107,CC(CN1CCOCC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N4CCCC4
1108,C1CCN(CC1)CCOC2=CC=CC3=C2OCCO3.Cl
1109,CCCS(=O)(=O)N[C@H]([C@H](C)O)C(=O)N[C@@H](CCSC)C(=O)NCC1=CC=C(C=C1)C(=N)N
1110,CCCCN1C2=C(C(=O)N(C1=O)CC=C)NC(=N2)CC3=CC=C(C=C3)NC(=O)C
1111,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
1112,CC1=C(SC(=N1)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)N(C)C
1113,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O
1114,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CC(=O)CCCCC(=O)O)O)O)O
1115,C1=CC=C(C=C1)C(=O)NC2=NNC3=C2C=C(C=C3)NC(=O)[C@@H](CCN)C4=CC(=CC=C4)Cl
1116,C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
1117,C1[C@@H](C2=C(C=C(N2)C3=NC(=NC=C3)N)C(=O)N1)CCF
1118,C(CNC(CO)(CO)CO)CNC(CO)(CO)CO
1119,C(=O)Cl
1120,CC(CC1=CC2=C(C=C1)OCO2)NC
1121,C1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(S2)S(=O)(=O)N
1122,C1C[C@@H]2[C@H](C[C@H]1N2)C3=CN=C(C=C3)Cl
1123,CC(C)SC(=N)N
1124,C1COCCN1C(=O)/C=C/C2=C(C(=C(C=C2)SC3=CC=CC(=C3)N)C(F)(F)F)C(F)(F)F
1125,C1=CC=C(C=C1)CCNN
1126,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CNC3=O
1127,CCOC(=O)C1=C(N(N=C1C)C2=CC=CC=C2Cl)C
1128,[OH3+].O.O.O.O.O.O.O.O.O.O.OP(=O)(O)O.[Zr].[Zr].[Zr]
1129,C([C@@H]([C@H]([C@@H](C(=O)C(=O)O)O)O)O)O
1130,CC1([C@@H](N[C@H](S1)[C@@H](C(=O)O)NC(=O)[C@@H](C2=CC=CC=C2)N)C(=O)O)C
1131,CC(C)[C@H](NC(=O)OCC1=CC=CC=C1)P(=O)(C[C@@H](C2=CC=CC(=C2)CN)C(=O)O)O
1132,[As+5]
1133,C1=CC2=NC=CN=C2C=C1/C=C\3/C(=O)NC(=O)S3
1134,C(CS[C@@H](CC(=O)O)C(=O)O)N=C(N)N
1135,CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N.CCN[C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O
1136,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CC(=O)O
1137,CC1=C(C[C@H](CC1)O)/C=C\C2=CCCC3(C2CCC3[C@H](C)CCCC(C)C)C
1138,C1CN=C(N1)CC2=CC=CC=C2
1139,[13NH3]
1140,C1[C@@H]([C@H]1[C@](CC2C3=CC=CC=C3OC4=CC=CC=C24)(C(=O)O)N)C(=O)O
1141,C1=C(C(=O)NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F)I
1142,CC[C@H]1CCCCN1CCC(=O)NC2=CC3=C(C=C2)C=C4C=CC(=CC4=N3)NC(=O)CCN5CCCC[C@H]5CC
1143,C1=C(C=C2C(=C1O)C(=O)/C(=C/C3=CC(=C(C(=C3O)Br)O)Br)/O2)O
1144,C12C3C(=O)O[Sb-]4(O3)OC(C5C(=O)O[Sb-](O1)(O5)OC2=O)C(=O)O4.[Na+].[Na+]
1145,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC1=CC=C(C=C1)OC)C(=O)NC
1146,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)CO)O)O)O)O)O
1147,CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)O)O
1148,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H](C(CO)O)O)O)O)O)O)O)O
1149,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)N(C)C.OP(=O)(O)O
1150,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
1151,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CCC5[C@@]4(C[C@H]([C@H](C5(C)C)O)O)C)C)[C@H]2[C@]1(C)O)C)C(=O)O
1152,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COS(=O)(=O)NC(=O)[C@H](CCC(=O)O)N)O)O
1153,C1CCC(C1)NC2=NC=NC3=C2N=CN3[C@H]4C([C@H]([C@H](O4)CO)O)O
1154,C[C@@H](C(=O)N[C@H](CCC(=O)O)C(=O)O)NC(=O)[C@@H](C)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
1155,CC1([C@H]([C@H]1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
1156,C1C[C@](C[C@H]1C(=O)O)(C(=O)O)N
1157,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
1158,CCCCCC(=O)OC1C2C(=C(C1OC(=O)/C(=C/C)/C)C)C3C(C(CC2(C)OC(=O)C)OC(=O)CCC)(C(C(=O)O3)(C)O)O
1159,CCCC(=O)SCC[N+](C)(C)C
1160,CC(C)C[C@H](C(=O)N[C@H](CCC1=CC=CC=C1)/C=C/S(=O)(=O)C2=CC=CC=C2)NC(=O)N3CCOCC3
1161,CC(C)[C@@H](C(=O)C(F)(F)F)NC(=O)CN1C(=CC=C(C1=O)NS(=O)(=O)NC)C2=CC=CC=C2
1162,CN1CCC([C@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
1163,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C
1164,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O
1165,C1CCC(CC1)NC(=O)NC2=CC=C(C=C2)I
1166,C[C@]12[C@H]([C@H](C[C@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
1167,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)CC[C@]34C)Cl)C)OC(=O)C
1168,C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O
1169,CC(CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
1170,CC(C)C[C@@H](C(=O)N[C@@H](COCC1=CC=CC=C1)C#N)NC(=O)N2CCOCC2
1171,CCCC[C@@H](C(=O)C(=O)NC1=CC=NN1)NC(=O)OCC2(CCC2)CC3=CC=C(C=C3)F
1172,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O
1173,[B]([OH2+])[O-]
1174,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@H]4[C@@]5([C@@]3(CC[C@@H](C5)O)C)O4)C
1175,[C@H]1([C@H]([C@@H]([C@H]([C@H]([C@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O
1176,CCC1=CN=C(C(=C1)C(=O)O)C2=NC(C(=O)N2)(C)C(C)C
1177,C1=CC=C(C=C1)C2C(=O)N=C(O2)N
1178,C1=CC=C(C=C1)C2=CN=C(C3=CN=CN32)NC4=CC=CC=C4Cl
1179,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
1180,[173Ta]
1181,CC#CCOC1=CC=C(C=C1)S(=O)(=O)CCCS
1182,CC(=O)NC(C(CC(=O)C(=O)O)O)C(C(C(CO)O)O)O.C(C(C(C(C(C(CO)O)O)O)N)O)C(=O)C(=O)O
1183,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
1184,CC1=CC=C(N1)C(=O)OC2C(C(OC(C2OC)(C)C)OC3=C(C4=C(C=C3)C(=O)C(=C(O4)O)NC(=O)C5=CC(=C(C=C5)O)CC=C(C)C)Cl)O
1185,C1CCC(CC1)OCC(=O)N2CCC[C@H]2C(=O)NCC3=CC=C(C=C3)C(=N)N
1186,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
1187,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N
1188,C1C[C@H](N(C1)C(=O)[C@@H](CC2=CC=CC=C2)N)C(=O)NCC3=CC(=CC=C3)Cl
1189,CCCN1C(=NC(=C1C2=NC(=NC=C2)NC3CCCCC3)C4=CC(=C(C=C4)Cl)Cl)C5CCNCC5
1190,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
1191,C1=CC=C(C=C1)C2=C(C(=CC=C2)C3=CC4=CC(=C(C=C4N3)Cl)C(=[NH2+])N)O
1192,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O)N
1193,C(C[C@@H](C(=O)O)N)CN
1194,CC(=O)N[C@@H](CC1=CC(=C(C(=C1)I)O)I)C(=O)NCC(=O)O
1195,CN1C2=C(N=CC(=C2)C3=CC=C(C=C3)O)N=C1N
1196,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
1197,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2N)F
1198,CN(C)C1=CC=C(C=C1)C2=C(N=CN=C2N)C#CC3=CN=C(C=C3)N4CCOCC4
1199,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
1200,CN1CC[C@@H]([C@@H](C1)F)N(C)C(=O)N2CC(=C[C@@]2(CO)C3=CC=CC=C3)C4=C(C=CC(=C4)F)F
1201,C1CC(=O)N[C@@H]1C(=O)N2CSC[C@H]2C(=O)O
1202,C1OC2=C(O1)C(=C(C=C2)Cl)NC3=NC(=NC=C3)NC4=CC(=CC=C4)S(=O)(=O)N
1203,[Be+2].[O-]S(=O)(=O)[O-]
1204,[3H]O[3H]
1205,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC[C@H](O3)CN)N)N)N)O
1206,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
1207,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC
1208,C1CC(=O)C[C@H]1O
1209,C1CCC(CC1)NC(=O)NCC(=O)O
1210,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@H](O3)CO)CO
1211,CN1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=CC=CC(=C3)NC4=NC=CC(=N4)C5=CN=CC=C5
1212,C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
1213,C(=S)(NN)NN
1214,CN1CCC2(CC1)[C@@H](C3=C(C(=O)N2)N(C4=C3C=CC(=C4Cl)Cl)C)C#N
1215,[O-][Si]([O-])([O-])[O-].[Zr+4]
1216,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(C[C@]4([C@H]3CCC4=O)C)O
1217,C[C@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)NC
1218,C1=CC(=S)NC=C1
1219,C[C@@]12CC[C@@]3([C@@H]([C@@H]1CC(CC2)(C)C)CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C
1220,C1OC2=C(O1)C=C(C=C2)OC3=NC(=NC=C3)OC4=CC=C(C=C4)N5C=CN=C5
1221,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@H](O4)O)O)O)O)O
1222,C1=CC(=CC=C1CN(C2=CC=C(C=C2)C#N)N3C=NN=C3)OS(=O)(=O)N
1223,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
1224,CC1=CC=C(C=C1)NNC(=O)[C@H]([C@@H](CC2CCCCC2)N)O
1225,CCC#N
1226,C1=CC(=CC=C1C(=O)O)N=[N+]=[N-]
1227,C[C@H](C(=O)O)NC(=O)N
1228,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
1229,C1=NC2=C(N1)C(=O)N=CN2
1230,C[C@]12CCCC(=C)[C@@H]1C[C@@H](CC2)C(C)(C)O
1231,OO.OS(=O)(=O)O.[Fe+2]
1232,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O[C@@H]4[C@H](O[C@H]([C@@H]4O)N5C=NC6=C5N=CN=C6N)COP(=O)(O)O[C@@H]7[C@H](O[C@H]([C@@H]7O)N8C=NC9=C8N=CN=C9N)CO)O)O
1233,CCN(CC)CCC1=CNC2=CC=CC=C21
1234,C1C(C(C(C1O)O)O)N
1235,CCOC(=O)C1=CC=CC=C1
1236,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
1237,O.O.[O-]S(=O)(=O)[O-].[Ca+2]
1238,CCCCCCCC/C=C\CCCCCCC(CO)(C(=O)[O-])[NH3+]
1239,CC(=O)N[C@H]1[C@@H]([C@H]([C@@H](O[C@H]1O)CO)O)O
1240,C1CCC(CC1)NC2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O
1241,C(=N)(N)N
1242,CC(=O)[O-].CC(=O)[O-].[Mg+2]
1243,C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/C[C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)\C)O[C@@H]1C(C)C
1244,CC(C)(C(C)(C)O)O
1245,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O
1246,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
1247,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O
1248,CC(=O)C1=CC=CC(=C1)C2=CN=C3N2N=C(C=C3)NCC4CC4
1249,[H-].[Na+]
1250,C[C@H](CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F
1251,[H+].[H+].[H+].[OH-]
1252,[218Po]
1253,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O
1254,CCC1=C(C(=CC=C1)CC)O
1255,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
1256,C1CC1
1257,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2CC#N)CCC4=CC(=C(C=C34)OC)OS(=O)(=O)N
1258,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC=C(C=C3)C(=O)NCC4CC4
1259,C[C@@H]([C@H](C1=CC=CC=C1)O)NC
1260,CC(=CCCC(C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COC8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O)C
1261,C[C@H]1[C@H]([C@H](CC(O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5O)O)(C(=O)C)O)N)O.Cl
1262,CC(=O)OC1=CC2=CC=CC=C2C=C1
1263,C[C@]12CC[C@H](C[C@H]1CCC3C2CC[C@]4(C3CC[C@@H]4C(=O)CO)C)O
